nbOpes,type,size,nbRenamingBots
60000,ls,11044780,1
60000,content,72092,1
60000,ls,11044780,2
60000,content,72092,2
60000,ls,11044780,3
60000,content,72092,3
60000,ls,11044780,4
60000,content,72092,4
60000,ls,11393418,1
60000,content,71780,1
60000,ls,11393418,2
60000,content,71780,2
60000,ls,11393418,3
60000,content,71780,3
60000,ls,11393418,4
60000,content,71780,4
60000,ls,10955416,1
60000,content,71428,1
60000,ls,10955416,2
60000,content,71428,2
60000,ls,10955416,3
60000,content,71428,3
60000,ls,10955416,4
60000,content,71428,4
60000,ls,10989270,1
60000,content,71788,1
60000,ls,10989270,2
60000,content,71788,2
60000,ls,10989270,3
60000,content,71788,3
60000,ls,10989270,4
60000,content,71788,4
60000,ls,10461188,1
60000,content,72284,1
60000,ls,10461188,2
60000,content,72284,2
60000,ls,10461188,3
60000,content,72284,3
60000,ls,10461188,4
60000,content,72284,4
60000,ls,9568930,1
60000,content,71760,1
60000,ls,9568930,2
60000,content,71760,2
60000,ls,9568930,3
60000,content,71760,3
60000,ls,9568930,4
60000,content,71760,4
60000,ls,9047418,1
60000,content,72176,1
60000,ls,9047418,2
60000,content,72176,2
60000,ls,9047418,3
60000,content,72176,3
60000,ls,9047418,4
60000,content,72176,4
60000,ls,10560550,1
60000,content,72220,1
60000,ls,10560550,2
60000,content,72220,2
60000,ls,10560550,3
60000,content,72220,3
60000,ls,10560550,4
60000,content,72220,4
60000,ls,10921090,1
60000,content,71288,1
60000,ls,10921090,2
60000,content,71288,2
60000,ls,10921090,3
60000,content,71288,3
60000,ls,10921090,4
60000,content,71288,4
60000,ls,10557840,1
60000,content,71788,1
60000,ls,10557840,2
60000,content,71788,2
60000,ls,10557840,3
60000,content,71788,3
60000,ls,10557840,4
60000,content,71788,4
60000,ls,10224854,1
60000,content,71844,1
60000,ls,10224854,2
60000,content,71844,2
60000,ls,10224854,3
60000,content,71844,3
60000,ls,10224854,4
60000,content,71844,4
60000,ls,11906266,1
60000,content,70884,1
60000,ls,11906266,2
60000,content,70884,2
60000,ls,11906266,3
60000,content,70884,3
60000,ls,11906266,4
60000,content,70884,4
60000,ls,10820276,1
60000,content,72320,1
60000,ls,10820276,2
60000,content,72320,2
60000,ls,10820276,3
60000,content,72320,3
60000,ls,10820276,4
60000,content,72320,4
60000,ls,10300014,1
60000,content,72740,1
60000,ls,10300014,2
60000,content,72740,2
60000,ls,10300014,3
60000,content,72740,3
60000,ls,10300014,4
60000,content,72740,4
60000,ls,10514872,1
60000,content,71576,1
60000,ls,10514872,2
60000,content,71576,2
60000,ls,10514872,3
60000,content,71576,3
60000,ls,10514872,4
60000,content,71576,4
60000,ls,11832824,1
60000,content,71864,1
60000,ls,11832824,2
60000,content,71864,2
60000,ls,11832824,3
60000,content,71864,3
60000,ls,11832824,4
60000,content,71864,4
60000,ls,10563428,1
60000,content,72104,1
60000,ls,10563428,2
60000,content,72104,2
60000,ls,10563428,3
60000,content,72104,3
60000,ls,10563428,4
60000,content,72104,4
60000,rlsWithoutGC,5804700,1
60000,rlsWithGC,3094788,1
60000,content,71806,1
61000,rlsWithoutGC,4143920,1
61000,rlsWithGC,72988,1
60000,rlsWithoutGC,6139002,1
60000,rlsWithGC,3174284,1
60000,content,72078,1
61000,rlsWithoutGC,4435400,1
61000,rlsWithGC,73264,1
60000,rlsWithoutGC,5522042,1
60000,rlsWithGC,3087332,1
60000,content,72114,1
61000,rlsWithoutGC,3866836,1
61000,rlsWithGC,73300,1
60000,rlsWithoutGC,6486776,1
60000,rlsWithGC,3135330,1
60000,content,71934,1
61000,rlsWithoutGC,4827818,1
61000,rlsWithGC,73110,1
60000,rlsWithoutGC,5842410,1
60000,rlsWithGC,3131934,1
60000,content,72470,1
61000,rlsWithoutGC,4167724,1
61000,rlsWithGC,73652,1
60000,rlsWithoutGC,6169226,1
60000,rlsWithGC,3089840,1
60000,content,72714,1
61000,rlsWithoutGC,4519582,1
61000,rlsWithGC,73890,1
60000,rlsWithoutGC,6574642,1
60000,rlsWithGC,3122590,1
60000,content,72302,1
61000,rlsWithoutGC,4907016,1
61000,rlsWithGC,73484,1
60000,rlsWithoutGC,5524920,1
60000,rlsWithGC,3171178,1
60000,content,72154,1
61000,rlsWithoutGC,3818182,1
61000,rlsWithGC,73342,1
60000,rlsWithoutGC,5839602,1
60000,rlsWithGC,3137270,1
60000,content,71806,1
61000,rlsWithoutGC,4162074,1
61000,rlsWithGC,72986,1
60000,rlsWithoutGC,5685638,1
60000,rlsWithGC,3088252,1
60000,content,71986,1
61000,rlsWithoutGC,4041954,1
61000,rlsWithGC,73162,1
60000,rlsWithoutGC,5401096,1
60000,rlsWithGC,3128360,1
60000,content,72310,1
61000,rlsWithoutGC,3731176,1
61000,rlsWithGC,73492,1
60000,rlsWithoutGC,6585546,1
60000,rlsWithGC,3173054,1
60000,content,71342,1
61000,rlsWithoutGC,4879292,1
61000,rlsWithGC,72524,1
60000,rlsWithoutGC,5821650,1
60000,rlsWithGC,3053796,1
60000,content,72270,1
61000,rlsWithoutGC,4181024,1
61000,rlsWithGC,73456,1
60000,rlsWithoutGC,6098026,1
60000,rlsWithGC,3095236,1
60000,content,71952,1
61000,rlsWithoutGC,4439646,1
61000,rlsWithGC,73138,1
60000,rlsWithoutGC,5749830,1
60000,rlsWithGC,3111902,1
60000,content,71850,1
61000,rlsWithoutGC,4082664,1
61000,rlsWithGC,73032,1
60000,rlsWithoutGC,5484346,1
60000,rlsWithGC,3181808,1
60000,content,72470,1
61000,rlsWithoutGC,3779938,1
61000,rlsWithGC,73658,1
60000,rlsWithoutGC,6158328,1
60000,rlsWithGC,3139640,1
60000,content,71686,1
61000,rlsWithoutGC,4476676,1
61000,rlsWithGC,72868,1
60000,rlsWithoutGC,5603184,1
60000,rlsWithGC,3081634,1
60000,content,71970,1
61000,rlsWithoutGC,3948694,1
61000,rlsWithGC,73158,1
60000,rlsWithoutGC,7928748,2
60000,rlsWithGC,3110596,2
60000,content,71696,2
61000,rlsWithoutGC,7637518,2
61000,rlsWithGC,73222,2
60000,rlsWithoutGC,9470416,2
60000,rlsWithGC,3139078,2
60000,content,71336,2
61000,rlsWithoutGC,9164124,2
61000,rlsWithGC,74212,2
60000,rlsWithoutGC,8835260,2
60000,rlsWithGC,3066228,2
60000,content,71580,2
61000,rlsWithoutGC,8538386,2
61000,rlsWithGC,73106,2
60000,rlsWithoutGC,8725034,2
60000,rlsWithGC,3038808,2
60000,content,72372,2
61000,rlsWithoutGC,8431696,2
61000,rlsWithGC,73900,2
60000,rlsWithoutGC,9047398,2
60000,rlsWithGC,3061270,2
60000,content,71744,2
61000,rlsWithoutGC,8778896,2
61000,rlsWithGC,73264,2
60000,rlsWithoutGC,7836640,2
60000,rlsWithGC,3107624,2
60000,content,72468,2
61000,rlsWithoutGC,7561862,2
61000,rlsWithGC,73990,2
60000,rlsWithoutGC,8890470,2
60000,rlsWithGC,3040448,2
60000,content,72104,2
61000,rlsWithoutGC,8611680,2
61000,rlsWithGC,73632,2
60000,rlsWithoutGC,7942370,2
60000,rlsWithGC,3184440,2
60000,content,71572,2
61000,rlsWithoutGC,7640674,2
61000,rlsWithGC,73102,2
60000,rlsWithoutGC,8388980,2
60000,rlsWithGC,2967952,2
60000,content,72396,2
61000,rlsWithoutGC,8101478,2
61000,rlsWithGC,73910,2
60000,rlsWithoutGC,8326108,2
60000,rlsWithGC,3036560,2
60000,content,71980,2
61000,rlsWithoutGC,8058390,2
61000,rlsWithGC,73494,2
60000,rlsWithoutGC,9386784,2
60000,rlsWithGC,3045702,2
60000,content,73060,2
61000,rlsWithoutGC,9093842,2
61000,rlsWithGC,74590,2
60000,rlsWithoutGC,8010076,2
60000,rlsWithGC,3130356,2
60000,content,71640,2
61000,rlsWithoutGC,7707430,2
61000,rlsWithGC,73166,2
60000,rlsWithoutGC,7963774,2
60000,rlsWithGC,3114074,2
60000,content,72052,2
61000,rlsWithoutGC,7677152,2
61000,rlsWithGC,73568,2
60000,rlsWithoutGC,9034896,2
60000,rlsWithGC,3055872,2
60000,content,71972,2
61000,rlsWithoutGC,8735426,2
61000,rlsWithGC,73498,2
60000,rlsWithoutGC,7873226,2
60000,rlsWithGC,3099892,2
60000,content,72092,2
61000,rlsWithoutGC,7603678,2
61000,rlsWithGC,73610,2
60000,rlsWithoutGC,8047778,2
60000,rlsWithGC,3088812,2
60000,content,72096,2
61000,rlsWithoutGC,7759588,2
61000,rlsWithGC,73616,2
60000,rlsWithoutGC,9704902,2
60000,rlsWithGC,3096140,2
60000,content,71948,2
61000,rlsWithoutGC,9428242,2
61000,rlsWithGC,73478,2
60000,rlsWithoutGC,8157038,2
60000,rlsWithGC,3127030,2
60000,content,71808,2
61000,rlsWithoutGC,7855726,2
61000,rlsWithGC,73334,2
60000,rlsWithoutGC,11059868,3
60000,rlsWithGC,3105238,3
60000,content,71978,3
61000,rlsWithoutGC,12176146,3
61000,rlsWithGC,73838,3
60000,rlsWithoutGC,11571000,3
60000,rlsWithGC,3081144,3
60000,content,72014,3
61000,rlsWithoutGC,12626098,3
61000,rlsWithGC,73882,3
60000,rlsWithoutGC,11099380,3
60000,rlsWithGC,3121186,3
60000,content,72030,3
61000,rlsWithoutGC,12207110,3
61000,rlsWithGC,73886,3
60000,rlsWithoutGC,11129722,3
60000,rlsWithGC,3061700,3
60000,content,72414,3
61000,rlsWithoutGC,12179220,3
61000,rlsWithGC,74288,3
60000,rlsWithoutGC,10649174,3
60000,rlsWithGC,3051506,3
60000,content,72340,3
61000,rlsWithoutGC,11709240,3
61000,rlsWithGC,74208,3
60000,rlsWithoutGC,10330546,3
60000,rlsWithGC,3081680,3
60000,content,72018,3
61000,rlsWithoutGC,11410896,3
61000,rlsWithGC,73892,3
60000,rlsWithoutGC,10541094,3
60000,rlsWithGC,3146586,3
60000,content,71990,3
61000,rlsWithoutGC,11636400,3
61000,rlsWithGC,73860,3
60000,rlsWithoutGC,11903560,3
60000,rlsWithGC,3093932,3
60000,content,72720,3
61000,rlsWithoutGC,13000914,3
61000,rlsWithGC,74578,3
60000,rlsWithoutGC,12036472,3
60000,rlsWithGC,3107272,3
60000,content,72382,3
61000,rlsWithoutGC,13089464,3
61000,rlsWithGC,74252,3
60000,rlsWithoutGC,10558092,3
60000,rlsWithGC,3118310,3
60000,content,72502,3
61000,rlsWithoutGC,11625540,3
61000,rlsWithGC,74368,3
60000,rlsWithoutGC,10632572,3
60000,rlsWithGC,3063898,3
60000,content,72662,3
61000,rlsWithoutGC,11731858,3
61000,rlsWithGC,74522,3
60000,rlsWithoutGC,12216746,3
60000,rlsWithGC,3085908,3
60000,content,71898,3
61000,rlsWithoutGC,13310518,3
61000,rlsWithGC,73770,3
60000,rlsWithoutGC,10833660,3
60000,rlsWithGC,3060396,3
60000,content,72710,3
61000,rlsWithoutGC,11893210,3
61000,rlsWithGC,74578,3
60000,rlsWithoutGC,10791304,3
60000,rlsWithGC,3104882,3
60000,content,72254,3
61000,rlsWithoutGC,11880164,3
61000,rlsWithGC,74128,3
60000,rlsWithoutGC,10618390,3
60000,rlsWithGC,3084710,3
60000,content,72514,3
61000,rlsWithoutGC,11702232,3
61000,rlsWithGC,74372,3
60000,rlsWithoutGC,11361110,3
60000,rlsWithGC,3131138,3
60000,content,71922,3
61000,rlsWithoutGC,12452284,3
61000,rlsWithGC,73792,3
60000,rlsWithoutGC,12283602,3
60000,rlsWithGC,3064546,3
60000,content,71934,3
61000,rlsWithoutGC,13367218,3
61000,rlsWithGC,73794,3
60000,rlsWithoutGC,11686456,3
60000,rlsWithGC,3057470,3
60000,content,71506,3
61000,rlsWithoutGC,12754164,3
61000,rlsWithGC,73376,3
60000,rlsWithoutGC,13298354,4
60000,rlsWithGC,3062546,4
60000,content,72144,4
61000,rlsWithoutGC,15722986,4
61000,rlsWithGC,75842,4
60000,rlsWithoutGC,17469430,4
60000,rlsWithGC,3096424,4
60000,content,71776,4
61000,rlsWithoutGC,19949628,4
61000,rlsWithGC,73984,4
60000,rlsWithoutGC,15474100,4
60000,rlsWithGC,3098594,4
60000,content,72542,4
61000,rlsWithoutGC,17903372,4
61000,rlsWithGC,74760,4
60000,rlsWithoutGC,12841930,4
60000,rlsWithGC,3118966,4
60000,content,70800,4
61000,rlsWithoutGC,15280710,4
61000,rlsWithGC,73022,4
60000,rlsWithoutGC,12991836,4
60000,rlsWithGC,3071902,4
60000,content,71244,4
61000,rlsWithoutGC,15452452,4
61000,rlsWithGC,73448,4
60000,rlsWithoutGC,13437716,4
60000,rlsWithGC,3094578,4
60000,content,71096,4
61000,rlsWithoutGC,15842198,4
61000,rlsWithGC,73314,4
60000,rlsWithoutGC,13090296,4
60000,rlsWithGC,3133336,4
60000,content,72120,4
61000,rlsWithoutGC,15542094,4
61000,rlsWithGC,74334,4
60000,rlsWithoutGC,13855852,4
60000,rlsWithGC,3120668,4
60000,content,71620,4
61000,rlsWithoutGC,16350950,4
61000,rlsWithGC,73830,4
60000,rlsWithoutGC,13088546,4
60000,rlsWithGC,3060516,4
60000,content,71800,4
61000,rlsWithoutGC,15517700,4
61000,rlsWithGC,74008,4
60000,rlsWithoutGC,15806610,4
60000,rlsWithGC,3117974,4
60000,content,71848,4
61000,rlsWithoutGC,18259964,4
61000,rlsWithGC,74052,4
60000,rlsWithoutGC,14722136,4
60000,rlsWithGC,3077926,4
60000,content,71988,4
61000,rlsWithoutGC,17131918,4
61000,rlsWithGC,75546,4
60000,rlsWithoutGC,14216082,4
60000,rlsWithGC,3075652,4
60000,content,72556,4
61000,rlsWithoutGC,16666792,4
61000,rlsWithGC,74764,4
60000,rlsWithoutGC,12361318,4
60000,rlsWithGC,3075726,4
60000,content,71788,4
61000,rlsWithoutGC,14845560,4
61000,rlsWithGC,73988,4
60000,rlsWithoutGC,14905554,4
60000,rlsWithGC,3055876,4
60000,content,71920,4
61000,rlsWithoutGC,17290810,4
61000,rlsWithGC,74126,4
60000,rlsWithoutGC,15465728,4
60000,rlsWithGC,3154578,4
60000,content,71308,4
61000,rlsWithoutGC,17964920,4
61000,rlsWithGC,73516,4
60000,rlsWithoutGC,13800002,4
60000,rlsWithGC,3098324,4
60000,content,71868,4
61000,rlsWithoutGC,16247206,4
61000,rlsWithGC,74074,4
60000,rlsWithoutGC,12701074,4
60000,rlsWithGC,3055220,4
60000,content,71748,4
61000,rlsWithoutGC,15114902,4
61000,rlsWithGC,73954,4
60000,rlsWithoutGC,13844286,4
60000,rlsWithGC,3071876,4
60000,content,72024,4
61000,rlsWithoutGC,16254740,4
61000,rlsWithGC,74224,4
60000,rlsWithoutGC,14841902,4
60000,rlsWithGC,3103180,4
60000,content,71964,4
61000,rlsWithoutGC,17275624,4
61000,rlsWithGC,74180,4
60000,rlsWithoutGC,13914516,4
60000,rlsWithGC,3069840,4
60000,content,72336,4
61000,rlsWithoutGC,16327148,4
61000,rlsWithGC,74556,4
60000,rlsWithoutGC,16501040,4
60000,rlsWithGC,3140542,4
60000,content,72972,4
61000,rlsWithoutGC,18981722,4
61000,rlsWithGC,75190,4
70000,ls,11199374,1
70000,content,83560,1
70000,ls,11199374,2
70000,content,83560,2
70000,ls,11199374,3
70000,content,83560,3
70000,ls,11199374,4
70000,content,83560,4
70000,ls,13027758,1
70000,content,84060,1
70000,ls,13027758,2
70000,content,84060,2
70000,ls,13027758,3
70000,content,84060,3
70000,ls,13027758,4
70000,content,84060,4
70000,ls,13463512,1
70000,content,83904,1
70000,ls,13463512,2
70000,content,83904,2
70000,ls,13463512,3
70000,content,83904,3
70000,ls,13463512,4
70000,content,83904,4
70000,ls,12984816,1
70000,content,83436,1
70000,ls,12984816,2
70000,content,83436,2
70000,ls,12984816,3
70000,content,83436,3
70000,ls,12984816,4
70000,content,83436,4
70000,ls,12933582,1
70000,content,83692,1
70000,ls,12933582,2
70000,content,83692,2
70000,ls,12933582,3
70000,content,83692,3
70000,ls,12933582,4
70000,content,83692,4
70000,ls,12343542,1
70000,content,84068,1
70000,ls,12343542,2
70000,content,84068,2
70000,ls,12343542,3
70000,content,84068,3
70000,ls,12343542,4
70000,content,84068,4
70000,ls,11345532,1
70000,content,83656,1
70000,ls,11345532,2
70000,content,83656,2
70000,ls,11345532,3
70000,content,83656,3
70000,ls,11345532,4
70000,content,83656,4
70000,ls,10682370,1
70000,content,84168,1
70000,ls,10682370,2
70000,content,84168,2
70000,ls,10682370,3
70000,content,84168,3
70000,ls,10682370,4
70000,content,84168,4
70000,ls,12511272,1
70000,content,84204,1
70000,ls,12511272,2
70000,content,84204,2
70000,ls,12511272,3
70000,content,84204,3
70000,ls,12511272,4
70000,content,84204,4
70000,ls,12884828,1
70000,content,83204,1
70000,ls,12884828,2
70000,content,83204,2
70000,ls,12884828,3
70000,content,83204,3
70000,ls,12884828,4
70000,content,83204,4
70000,ls,12502002,1
70000,content,83616,1
70000,ls,12502002,2
70000,content,83616,2
70000,ls,12502002,3
70000,content,83616,3
70000,ls,12502002,4
70000,content,83616,4
70000,ls,12091394,1
70000,content,83948,1
70000,ls,12091394,2
70000,content,83948,2
70000,ls,12091394,3
70000,content,83948,3
70000,ls,12091394,4
70000,content,83948,4
70000,ls,14155430,1
70000,content,82800,1
70000,ls,14155430,2
70000,content,82800,2
70000,ls,14155430,3
70000,content,82800,3
70000,ls,14155430,4
70000,content,82800,4
70000,ls,12840018,1
70000,content,84368,1
70000,ls,12840018,2
70000,content,84368,2
70000,ls,12840018,3
70000,content,84368,3
70000,ls,12840018,4
70000,content,84368,4
70000,ls,12183204,1
70000,content,84720,1
70000,ls,12183204,2
70000,content,84720,2
70000,ls,12183204,3
70000,content,84720,3
70000,ls,12183204,4
70000,content,84720,4
70000,ls,12496190,1
70000,content,83704,1
70000,ls,12496190,2
70000,content,83704,2
70000,ls,12496190,3
70000,content,83704,3
70000,ls,12496190,4
70000,content,83704,4
70000,ls,14067798,1
70000,content,83920,1
70000,ls,14067798,2
70000,content,83920,2
70000,ls,14067798,3
70000,content,83920,3
70000,ls,14067798,4
70000,content,83920,4
70000,ls,12513720,1
70000,content,84140,1
70000,ls,12513720,2
70000,content,84140,2
70000,ls,12513720,3
70000,content,84140,3
70000,ls,12513720,4
70000,content,84140,4
70000,rlsWithoutGC,5116232,1
70000,rlsWithGC,1045300,1
70000,content,83912,1
70000,rlsWithoutGC,5447744,1
70000,rlsWithGC,1085608,1
70000,content,84156,1
70000,rlsWithoutGC,4840276,1
70000,rlsWithGC,1046740,1
70000,content,84080,1
70000,rlsWithoutGC,5803108,1
70000,rlsWithGC,1048400,1
70000,content,83988,1
70000,rlsWithoutGC,5143794,1
70000,rlsWithGC,1049722,1
70000,content,84376,1
70000,rlsWithoutGC,5520212,1
70000,rlsWithGC,1074520,1
70000,content,84880,1
70000,rlsWithoutGC,5900304,1
70000,rlsWithGC,1066772,1
70000,content,84260,1
70000,rlsWithoutGC,4792088,1
70000,rlsWithGC,1047248,1
70000,content,83956,1
70000,rlsWithoutGC,5119012,1
70000,rlsWithGC,1029924,1
70000,content,83736,1
70000,rlsWithoutGC,5032458,1
70000,rlsWithGC,1063666,1
70000,content,83904,1
70000,rlsWithoutGC,4717942,1
70000,rlsWithGC,1060258,1
70000,content,84252,1
70000,rlsWithoutGC,5881112,1
70000,rlsWithGC,1074344,1
70000,content,83168,1
70000,rlsWithoutGC,5135022,1
70000,rlsWithGC,1027454,1
70000,content,84296,1
70000,rlsWithoutGC,5402026,1
70000,rlsWithGC,1035518,1
70000,content,83798,1
70000,rlsWithoutGC,5059350,1
70000,rlsWithGC,1049718,1
70000,content,83884,1
70000,rlsWithoutGC,4750472,1
70000,rlsWithGC,1044192,1
70000,content,84748,1
70000,rlsWithoutGC,5478886,1
70000,rlsWithGC,1075078,1
70000,content,83800,1
70000,rlsWithoutGC,4938798,1
70000,rlsWithGC,1063262,1
70000,content,83920,1
70000,rlsWithoutGC,8630198,2
70000,rlsWithGC,1065902,2
70000,content,83728,2
70000,rlsWithoutGC,10174686,2
70000,rlsWithGC,1084774,2
70000,content,83120,2
70000,rlsWithoutGC,9543140,2
70000,rlsWithGC,1077860,2
70000,content,83700,2
70000,rlsWithoutGC,9406982,2
70000,rlsWithGC,1049186,2
70000,content,84580,2
70000,rlsWithoutGC,9758422,2
70000,rlsWithGC,1052790,2
70000,content,83616,2
70000,rlsWithoutGC,8536196,2
70000,rlsWithGC,1048324,2
70000,content,84552,2
70000,rlsWithoutGC,9600684,2
70000,rlsWithGC,1062636,2
70000,content,83700,2
70000,rlsWithoutGC,8634184,2
70000,rlsWithGC,1066612,2
70000,content,83540,2
70000,rlsWithoutGC,9113570,2
70000,rlsWithGC,1086002,2
70000,content,84420,2
70000,rlsWithoutGC,9025564,2
70000,rlsWithGC,1040668,2
70000,content,84088,2
70000,rlsWithoutGC,10074262,2
70000,rlsWithGC,1055010,2
70000,content,85076,2
70000,rlsWithoutGC,8691094,2
70000,rlsWithGC,1056830,2
70000,content,83676,2
70000,rlsWithoutGC,8635124,2
70000,rlsWithGC,1031540,2
70000,content,84080,2
70000,rlsWithoutGC,9760972,2
70000,rlsWithGC,1099044,2
70000,content,83760,2
70000,rlsWithoutGC,8600514,2
70000,rlsWithGC,1070446,2
70000,content,83848,2
70000,rlsWithoutGC,8760742,2
70000,rlsWithGC,1074770,2
70000,content,84348,2
70000,rlsWithoutGC,10432442,2
70000,rlsWithGC,1077678,2
70000,content,83920,2
70000,rlsWithoutGC,8838750,2
70000,rlsWithGC,1056358,2
70000,content,83732,2
70000,rlsWithoutGC,13188466,3
70000,rlsWithGC,1086158,3
70000,content,83876,3
70000,rlsWithoutGC,13612308,3
70000,rlsWithGC,1060092,3
70000,content,83748,3
70000,rlsWithoutGC,13196552,3
70000,rlsWithGC,1063328,3
70000,content,84032,3
70000,rlsWithoutGC,13177470,3
70000,rlsWithGC,1072538,3
70000,content,84356,3
70000,rlsWithoutGC,12692506,3
70000,rlsWithGC,1057474,3
70000,content,84346,3
70000,rlsWithoutGC,12363002,3
70000,rlsWithGC,1025998,3
70000,content,84144,3
70000,rlsWithoutGC,12616590,3
70000,rlsWithGC,1054050,3
70000,content,84012,3
70000,rlsWithoutGC,13977876,3
70000,rlsWithGC,1051540,3
70000,content,84722,3
70000,rlsWithoutGC,14059170,3
70000,rlsWithGC,1043958,3
70000,content,84232,3
70000,rlsWithoutGC,12614654,3
70000,rlsWithGC,1063482,3
70000,content,84388,3
70000,rlsWithoutGC,12724696,3
70000,rlsWithGC,1067360,3
70000,content,84556,3
70000,rlsWithoutGC,14328328,3
70000,rlsWithGC,1091580,3
70000,content,83820,3
70000,rlsWithoutGC,12866718,3
70000,rlsWithGC,1048086,3
70000,content,84732,3
70000,rlsWithoutGC,12842648,3
70000,rlsWithGC,1036612,3
70000,content,84292,3
70000,rlsWithoutGC,12638020,3
70000,rlsWithGC,1010160,3
70000,content,84652,3
70000,rlsWithoutGC,13415526,3
70000,rlsWithGC,1037034,3
70000,content,84192,3
70000,rlsWithoutGC,14335870,3
70000,rlsWithGC,1042446,3
70000,content,83748,3
70000,rlsWithoutGC,13729768,3
70000,rlsWithGC,1048980,3
70000,content,83268,3
70000,rlsWithoutGC,16707594,4
70000,rlsWithGC,1060450,4
70000,content,83940,4
70000,rlsWithoutGC,20947224,4
70000,rlsWithGC,1071580,4
70000,content,83700,4
70000,rlsWithoutGC,18897698,4
70000,rlsWithGC,1069086,4
70000,content,84366,4
70000,rlsWithoutGC,16266680,4
70000,rlsWithGC,1058992,4
70000,content,82624,4
70000,rlsWithoutGC,16429098,4
70000,rlsWithGC,1050094,4
70000,content,83352,4
70000,rlsWithoutGC,16847688,4
70000,rlsWithGC,1078804,4
70000,content,82976,4
70000,rlsWithoutGC,16485740,4
70000,rlsWithGC,1017980,4
70000,content,84300,4
70000,rlsWithoutGC,17320656,4
70000,rlsWithGC,1043536,4
70000,content,83848,4
70000,rlsWithoutGC,16522708,4
70000,rlsWithGC,1079016,4
70000,content,83784,4
70000,rlsWithoutGC,19266090,4
70000,rlsWithGC,1080178,4
70000,content,83760,4
70000,rlsWithoutGC,18153030,4
70000,rlsWithGC,1096658,4
70000,content,84040,4
70000,rlsWithoutGC,17666210,4
70000,rlsWithGC,1074182,4
70000,content,84572,4
70000,rlsWithoutGC,15826668,4
70000,rlsWithGC,1055096,4
70000,content,83804,4
70000,rlsWithoutGC,18288954,4
70000,rlsWithGC,1072270,4
70000,content,83968,4
70000,rlsWithoutGC,18924618,4
70000,rlsWithGC,1033214,4
70000,content,83392,4
70000,rlsWithoutGC,17228816,4
70000,rlsWithGC,1055684,4
70000,content,83836,4
70000,rlsWithoutGC,16080618,4
70000,rlsWithGC,1039670,4
70000,content,83736,4
70000,rlsWithoutGC,17248016,4
70000,rlsWithGC,1067500,4
70000,content,84172,4
70000,rlsWithoutGC,18257916,4
70000,rlsWithGC,1056472,4
70000,content,83912,4
70000,rlsWithoutGC,17345742,4
70000,rlsWithGC,1093150,4
70000,content,84404,4
70000,rlsWithoutGC,19977468,4
70000,rlsWithGC,1070936,4
70000,content,84840,4
80000,ls,12947702,1
80000,content,95480,1
80000,ls,12947702,2
80000,content,95480,2
80000,ls,12947702,3
80000,content,95480,3
80000,ls,12947702,4
80000,content,95480,4
80000,ls,15112932,1
80000,content,95828,1
80000,ls,15112932,2
80000,content,95828,2
80000,ls,15112932,3
80000,content,95828,3
80000,ls,15112932,4
80000,content,95828,4
80000,ls,15493118,1
80000,content,95996,1
80000,ls,15493118,2
80000,content,95996,2
80000,ls,15493118,3
80000,content,95996,3
80000,ls,15493118,4
80000,content,95996,4
80000,ls,14976756,1
80000,content,95468,1
80000,ls,14976756,2
80000,content,95468,2
80000,ls,14976756,3
80000,content,95468,3
80000,ls,14976756,4
80000,content,95468,4
80000,ls,15002914,1
80000,content,95500,1
80000,ls,15002914,2
80000,content,95500,2
80000,ls,15002914,3
80000,content,95500,3
80000,ls,15002914,4
80000,content,95500,4
80000,ls,14223304,1
80000,content,96168,1
80000,ls,14223304,2
80000,content,96168,2
80000,ls,14223304,3
80000,content,96168,3
80000,ls,14223304,4
80000,content,96168,4
80000,ls,13210244,1
80000,content,95604,1
80000,ls,13210244,2
80000,content,95604,2
80000,ls,13210244,3
80000,content,95604,3
80000,ls,13210244,4
80000,content,95604,4
80000,ls,12497274,1
80000,content,96032,1
80000,ls,12497274,2
80000,content,96032,2
80000,ls,12497274,3
80000,content,96032,3
80000,ls,12497274,4
80000,content,96032,4
80000,ls,14517634,1
80000,content,96344,1
80000,ls,14517634,2
80000,content,96344,2
80000,ls,14517634,3
80000,content,96344,3
80000,ls,14517634,4
80000,content,96344,4
80000,ls,14827616,1
80000,content,94876,1
80000,ls,14827616,2
80000,content,94876,2
80000,ls,14827616,3
80000,content,94876,3
80000,ls,14827616,4
80000,content,94876,4
80000,ls,14504644,1
80000,content,95592,1
80000,ls,14504644,2
80000,content,95592,2
80000,ls,14504644,3
80000,content,95592,3
80000,ls,14504644,4
80000,content,95592,4
80000,ls,14032020,1
80000,content,95788,1
80000,ls,14032020,2
80000,content,95788,2
80000,ls,14032020,3
80000,content,95788,3
80000,ls,14032020,4
80000,content,95788,4
80000,ls,16303094,1
80000,content,94724,1
80000,ls,16303094,2
80000,content,94724,2
80000,ls,16303094,3
80000,content,94724,3
80000,ls,16303094,4
80000,content,94724,4
80000,ls,14895716,1
80000,content,96320,1
80000,ls,14895716,2
80000,content,96320,2
80000,ls,14895716,3
80000,content,96320,3
80000,ls,14895716,4
80000,content,96320,4
80000,ls,14172822,1
80000,content,96528,1
80000,ls,14172822,2
80000,content,96528,2
80000,ls,14172822,3
80000,content,96528,3
80000,ls,14172822,4
80000,content,96528,4
80000,ls,14459516,1
80000,content,95600,1
80000,ls,14459516,2
80000,content,95600,2
80000,ls,14459516,3
